Link	Type	Score	CLR_score	ELNET_score	GENIE3_score	MI_score	NARROMI_score	PCOR_score	PEARSON_score	TOMSimilarity_score	PLSNET_score	SPEARMAN_score	TIGRESS_score	irp_score
reaction	0.0	0.8926886792452831	0.23403108015642465	0.9214285714285714	0.008178739695453194	0.29159092116587615	0.0898785709056154	0.004843196660441525	0.6811000587848846	0.18840355253019045	0.030292617782060556	0.7054902515686217	0.18125906295314764	0.21063527842579186
catalysis	1.0	0.05070754716981132	0.20206877563755024	0.8714285714285713	0.004346375972035188	0.2525407575690308	0.16642426670198698	0.016970225309361153	0.5991715026893706	0.15977461903407225	0.03086590670395665	0.607424609548152	0.018200910045502273	0.1927260219841965
reaction	1.0	0.6179245283018868	0.20206877563755024	0.8714285714285713	0.004346375972035188	0.2525407575690308	0.16642426670198698	0.016970225309361153	0.5991715026893706	0.15977461903407225	0.03086590670395665	0.607424609548152	0.018200910045502273	0.1927260219841965
reaction	1.0	0.8856132075471699	0.1995117912760403	0.8285714285714285	0.012932076247234693	0.23982038413948978	0.10201884299008389	0.017474359604225186	0.5555057910097834	0.1392631672734083	0.02965561927541517	0.6033245510190866	0.08945447272363619	0.19215889115420318
binding	0.0	0.6320754716981132	0.3651032495814784	0.7928571428571428	0.05252316275018503	0.3411270930517626	0.12073805360496177	0.013193990011258833	0.6968339661202639	0.2752359755330412	0.02128591250644457	0.7930596603353852	0.008500425021251064	0.27013544186974636
catalysis	0.0	0.6320754716981132	0.3651032495814784	0.7928571428571428	0.05252316275018503	0.3411270930517626	0.12073805360496177	0.013193990011258833	0.6968339661202639	0.2752359755330412	0.02128591250644457	0.7930596603353852	0.008500425021251064	0.27013544186974636
reaction	0.0	0.6320754716981132	0.3651032495814784	0.7928571428571428	0.05252316275018503	0.3411270930517626	0.12073805360496177	0.013193990011258833	0.6968339661202639	0.2752359755330412	0.02128591250644457	0.7930596603353852	0.008500425021251064	0.27013544186974636
binding	0.0	0.20636792452830188	0.4677879595049712	0.8982142857142856	0.10674100106752504	0.6141451269145713	0.2387463222545359	0.01646506321776957	0.8402730384845093	0.6283804668746943	0.007477188537394874	0.8890408626306254	0.004900245012250614	0.3816199724573962
binding	0.0	0.884433962264151	0.5004096535601579	0.8821428571428571	0.047354868772205086	0.623740972193491	0.2136431785609769	0.005663323388488681	0.8389766386589045	0.561508907675238	0.00680091299874591	0.862966075352444	0.14945747287364367	0.3564207218052614
binding	0.0	0.49999999999999994	0.61572635953839	0.9125	0.13914931381152984	0.4626668152884321	0.32366112792942614	0.0737635378004236	0.804985014637425	0.2521121014686693	0.11038349909100684	0.8562768903412652	0.6575328766438322	0.4975063309917307
reaction	0.0	0.4858490566037736	0.61572635953839	0.9125	0.13914931381152984	0.4626668152884321	0.32366112792942614	0.0737635378004236	0.804985014637425	0.2521121014686693	0.11038349909100684	0.8562768903412652	0.6575328766438322	0.4975063309917307
reaction	0.0	0.3231132075471698	0.28244770236883565	0.1607142857142857	0.053980411800765	0.29397868546661077	0.13716168372115045	0.03168682452037288	0.6067346930937136	0.24041087716526746	0.018343347354146784	0.7285744569898959	0.10944832955933512	0.16504426114799362
reaction	0.0	0.2016509433962264	0.6501601415462351	0.9267857142857142	0.22816464615857424	0.47911243693768923	0.41712974507734	0.11281045315575632	0.8366165525585975	0.2219571590462956	0.12175826383642961	0.8513103138473845	0.9974498724936247	0.5773286825104466
reaction	0.0	0.3231132075471698	0.38612807404853067	0.7464285714285713	0.0691074544109974	0.3534874823206068	0.1867589041632666	0.025285119188766123	0.6941011264561214	0.3145890720816768	0.028805054949151816	0.7843809250512012	0.0007500375018750938	0.21773885463202794
binding	0.0	0.35966981132075476	0.3045717834568972	0.6642857142857143	0.08016520500566403	0.3152440639423685	0.1357260789984052	0.024977147240760503	0.6986503674644792	0.3900639098388654	0.01844691801598522	0.729715215899051	0.0007500375018750938	0.2409794034361302
binding	0.0	0.08490566037735847	0.1309278798663696	0.7660714285714285	0.00733114591176677	0.1516931264355628	0.07103697721732335	0.00541674394144127	0.5441913817296036	0.09978048845478975	0.05297819433603783	0.4311419048817703	0.39856992849642486	0.10326901036982969
catalysis	0.0	0.08490566037735847	0.1309278798663696	0.7660714285714285	0.00733114591176677	0.1516931264355628	0.07103697721732335	0.00541674394144127	0.5441913817296036	0.09978048845478975	0.05297819433603783	0.4311419048817703	0.39856992849642486	0.10326901036982969
reaction	0.0	0.08490566037735847	0.1309278798663696	0.7660714285714285	0.00733114591176677	0.1516931264355628	0.07103697721732335	0.00541674394144127	0.5441913817296036	0.09978048845478975	0.05297819433603783	0.4311419048817703	0.39856992849642486	0.10326901036982969
catalysis	1.0	0.9846698113207548	0.5753761596960028	0.8732142857142856	0.2751400921564728	0.40614594295331563	0.3782080390162937	0.20150655771650564	0.7698123178598146	0.07828104023058449	0.28650716168251517	0.7779221858525666	1.0	0.6999457812424104
catalysis	1.0	0.9846698113207548	0.3349505664708623	0.9267857142857142	0.17969988413083024	0.282492223530345	0.2631030555215951	0.20400263548341652	0.6144677849843353	0.06908479976653759	0.24926601350633462	0.5839910858137454	0.026208453279806847	0.41276884561307237
binding	0.0	0.6014150943396226	0.10091250106069631	0.1357142857142857	0.0022930255018836407	0.08364436319389815	0.04343108604955681	0.004360150552005292	0.45334351245744986	0.06116743242270268	0.026916350483314345	0.4129335574670856	0.05710285514275715	0.04343014379129587
binding	0.0	0.1875	0.34650303825979356	0.8785714285714286	0.26974304352211015	0.4074341599887179	0.17668936061625407	0.04778872853850716	0.812469947387482	0.41643964276705137	0.06951883786319514	0.5839764874364801	0.36713978556070664	0.3289398198046811
reaction	0.0	0.9056603773584906	0.43244566697639664	0.8803571428571428	0.39058198283371337	0.4288551770285093	0.23326484359395733	0.030696285424195075	0.8511899812573949	0.4329818857136156	0.0658062579360168	0.7268049251171025	0.399669983499175	0.5218693262301947
reaction	0.0	0.07665094339622641	0.32542888290473787	0.8803571428571428	0.10778719583258088	0.3794836013218529	0.15728962481577533	0.02963526883812803	0.7619690474296062	0.38585932057232836	0.03850764994420666	0.7604625266433419	0.2992149607480374	0.297517883656786
catalysis	1.0	0.9622641509433962	0.18534396024146166	0.4214285714285714	0.0029332171046409262	0.2006084236181633	0.07109127061884608	0.017480269435408605	0.5711048068621172	0.15276760814391543	0.03150417064162074	0.4839515346387688	0.0001000050002500125	0.13405161153113512
binding	0.0	0.884433962264151	0.48238003617637915	0.8857142857142857	0.17114894476728312	0.6028025466723942	0.2723451943797997	0.02406369289914907	0.8884447435214016	0.7800299959991065	0.017239696824142905	0.8946914773735057	0.2750137506875344	0.4724462374413998
binding	0.0	0.884433962264151	0.4249917697990818	0.8982142857142856	0.12924375503748617	0.5980718061469059	0.2770603236593959	0.021569266948407457	0.8997766578031979	0.7800764706528979	0.018265766698615557	0.863119358313729	0.019250962548127408	0.4634180922611585
binding	0.0	0.6721698113207546	0.499267643502879	0.8999999999999999	0.13075143878815187	0.6476186152008379	0.28914593080902834	0.013880943649036097	0.9075210764595715	0.7982043194346972	0.016151085455092064	0.8847489397146455	0.17285864293214662	0.4949161709741916
binding	0.0	0.884433962264151	0.43314945431191193	0.8607142857142857	0.09504994676540875	0.6060496821810135	0.20924831099747965	0.0019811865514963033	0.9064985784239673	0.8886111900747373	0.009571428202923936	0.897812401884567	0.0007500375018750938	0.3336567204346952
binding	0.0	0.884433962264151	0.5059758220898757	0.9017857142857142	0.1477783159885632	0.6805714421038258	0.13788084837133863	0.015042574193325244	0.9027185277807619	0.8064494697779195	0.01535697882043237	0.9026121397811306	0.0383019150957548	0.48020096385985045
binding	0.0	0.884433962264151	0.5194349327001386	0.8982142857142856	0.17329720278155653	0.6619787920622316	0.15635732388816784	0.004212404772419758	0.9207219070904329	0.7946093682737764	0.01417667237294939	0.9126891910590779	0.5825791289564479	0.39349296140753465
binding	0.0	0.884433962264151	0.4292736908777776	0.8785714285714286	0.055323321789238655	0.6240208976683719	0.29130627318166186	0.003897274954347259	0.9126242992837953	0.9071135698900319	0.008732447437524089	0.8827979708672697	0.009250462523126156	0.34588416615357953
binding	0.0	0.020047169811320764	0.2829862312295396	0.475	0.03125089301084337	0.32892122264505275	0.17952069215277938	0.019581397956244823	0.6611999610647576	0.24875799836651433	0.017817122732061673	0.5759359097870336	0.001350067503375169	0.1993149794743275
binding	0.0	0.10495283018867924	0.30860787227704267	0.7571428571428571	0.059427359410022806	0.3410733473605855	0.11504938319997736	0.04789040700048279	0.6543936045538377	0.28623133185944705	0.056123763825989804	0.6063453723717577	0.0004500225011250563	0.2907241289224908
catalysis	1.0	0.866745283018868	0.2689828364883056	0.9071428571428571	0.01218114259436506	0.20105406497417375	0.10370498501045795	0.00013775970658064346	0.6343400806430712	0.14486418319621794	0.04582169522103649	0.58554477025126	0.7207860393019652	0.16397301402467282
reaction	1.0	0.866745283018868	0.2689828364883056	0.9071428571428571	0.01218114259436506	0.20105406497417375	0.10370498501045795	0.00013775970658064346	0.6343400806430712	0.14486418319621794	0.04582169522103649	0.58554477025126	0.7207860393019652	0.16397301402467282
regulation	1.0	0.9846698113207548	0.2194891565544869	0.3339285714285714	0.02562011512904247	0.22808478853057992	0.1178391030054086	0.02330220564511133	0.5583045318564824	0.1928115367521439	0.0393843016176248	0.5890025001806549	0.11857735743930053	0.1545116439048533
reaction	1.0	0.8797169811320755	0.2194891565544869	0.3339285714285714	0.02562011512904247	0.22808478853057992	0.1178391030054086	0.02330220564511133	0.5583045318564824	0.1928115367521439	0.0393843016176248	0.5890025001806549	0.1502360832327331	0.1545116439048533
binding	0.0	0.8997641509433962	0.016574688348990747	0.7410714285714285	0.0024482710089001568	0.0615951933884738	0.03152475610805465	0.007292784978943699	0.3460007831325841	0.0394293231822629	0.05796691277515397	0.24240469892567412	0.02120106005300265	0.07149786866457755
catalysis	0.0	0.015330188679245293	0.016574688348990747	0.7410714285714285	0.0024482710089001568	0.0615951933884738	0.03152475610805465	0.007292784978943699	0.3460007831325841	0.0394293231822629	0.05796691277515397	0.24240469892567412	0.02120106005300265	0.07149786866457755
reaction	0.0	0.029481132075471705	0.016574688348990747	0.7410714285714285	0.0024482710089001568	0.0615951933884738	0.03152475610805465	0.007292784978943699	0.3460007831325841	0.0394293231822629	0.05796691277515397	0.24240469892567412	0.02120106005300265	0.07149786866457755
binding	1.0	0.6120283018867925	0.24780590844990952	0.8357142857142856	0.011359034023316792	0.2265373605054379	0.0712927407502265	0.01501177699852468	0.5748199860287434	0.12572209344050092	0.06598828532101479	0.6601935723970546	0.2773138656932847	0.1593637632281297
binding	0.0	0.9846698113207548	0.08438418703515463	0.869642857142857	0.007248843216057842	0.09825535328078536	0.06971487592180345	0.0057709483886737205	0.5483997900594265	0.11458020526449406	0.035841678810342996	0.5569037967980962	0.10215510775538778	0.14406698445247587
binding	0.0	0.625	0.2548638665237494	0.49464285714285716	0.0073647435344338895	0.09372783865006051	0.10329233534377516	0.028157443972012846	0.4010406270390431	0.0414772151325639	0.07933712245561367	0.3206895397517462	0.06690334516725836	0.14672147180952808
catalysis	0.0	0.9846698113207548	0.212199813125012	0.49464285714285716	0.0073647435344338895	0.09372783865006051	0.10329233534377516	0.028157443972012846	0.4010406270390431	0.0414772151325639	0.07933712245561367	0.3206895397517462	0.06690334516725836	0.14672147180952808
reaction	0.0	0.9846698113207548	0.212199813125012	0.49464285714285716	0.0073647435344338895	0.09372783865006051	0.10329233534377516	0.028157443972012846	0.4010406270390431	0.0414772151325639	0.07933712245561367	0.3206895397517462	0.06690334516725836	0.14672147180952808
binding	0.0	0.9846698113207548	0.21921865885193487	0.8749999999999999	0.011274465975373361	0.21400901595166513	0.06781018562207908	0.007225225697620177	0.573005644096483	0.154878377566993	0.061038503220935646	0.6202482412344305	0.13790689534476722	0.18923790481916794
catalysis	0.0	0.9846698113207548	0.21921865885193487	0.8749999999999999	0.011274465975373361	0.21400901595166513	0.06781018562207908	0.007225225697620177	0.573005644096483	0.154878377566993	0.061038503220935646	0.6202482412344305	0.13790689534476722	0.18923790481916794
reaction	0.0	0.9846698113207548	0.21921865885193487	0.8749999999999999	0.011274465975373361	0.21400901595166513	0.06781018562207908	0.007225225697620177	0.573005644096483	0.154878377566993	0.061038503220935646	0.6202482412344305	0.13790689534476722	0.18923790481916794
binding	0.0	0.9846698113207548	0.18671207020208952	0.13214285714285715	0.0006815335157152602	0.21137995589158307	0.11946889580659281	0.010778649347999717	0.6594020944281364	0.21351189431145398	0.022087271034249914	0.624398351342691	0.3902195109755488	0.18475993430734552
binding	0.0	0.17688679245283018	0.16593965544532133	0.8946428571428571	0.0642431462125933	0.18206224120539938	0.08129420700979141	0.051902301405402286	0.5358847436095443	0.10060910419385827	0.1772031239208854	0.5241742349694326	0.4332216610830542	0.3078548932756925
binding	0.0	0.2688679245283019	0.4728205322627855	0.8642857142857142	0.09075419605856277	0.3665342488538591	0.19623213674236864	0.10001052966001128	0.6385546672087589	0.2427928398622335	0.20369005525504544	0.6840076966815907	0.6328959305108114	0.41419980071652773
binding	0.0	0.008254716981132088	0.7265243561755098	0.9053571428571429	0.12548296419953123	0.4868333413858562	0.3455809741942891	0.1156548805992552	0.8048779252157706	0.1789981761240824	0.37151297706810243	0.788415290882573	0.9420471023551179	0.7246225363613569
binding	0.0	0.455188679245283	0.8718465747818146	0.8999999999999999	0.1387551731355944	0.44740247914317277	0.2670674398193692	0.1172257577762398	0.8188767779791529	0.11399899871178548	0.4520080175762528	0.8339194755595533	0.99889994499725	0.659191129653722
binding	0.0	0.8608490566037736	0.40219432208977374	0.9017857142857142	0.1865847181516366	0.3719480075380571	0.28864312239164175	0.13014699799286186	0.7911004592375392	0.22780503739483232	0.10240349640537286	0.6597191251359343	0.9197959897994901	0.5321984590320179
binding	0.0	0.1721698113207547	0.3111179922949494	0.7803571428571429	0.013549002070286274	0.22244149095697954	0.05785761314654969	0.00020463440186956414	0.5072084618436427	0.09863420478804136	0.055224821098472966	0.49094624283128424	0.022201110055502776	0.1327834439807333
catalysis	1.0	0.05778301886792453	0.2883016344119067	0.030357142857142853	0.014972041240838452	0.193962992844489	0.04747722006070948	0.005574253789938544	0.4668563439994775	0.07480391598604058	0.041085186918032535	0.5199813724706095	0.003550177508875444	0.06910200346842513
reaction	1.0	0.05778301886792453	0.2883016344119067	0.030357142857142853	0.014972041240838452	0.193962992844489	0.04747722006070948	0.005574253789938544	0.4668563439994775	0.07480391598604058	0.041085186918032535	0.5199813724706095	0.003550177508875444	0.06910200346842513
binding	0.0	0.055424528301886794	0.18459988601407695	0.5285714285714285	0.014517440150536208	0.16862469870921326	0.046688330992051164	0.0012904062062602105	0.4822638345400063	0.06274784403192575	0.062076643360509755	0.5153661997723278	0.07670383519175959	0.10125910921075607
reaction	0.0	0.04481132075471697	0.18459988601407695	0.5285714285714285	0.014517440150536208	0.16862469870921326	0.046688330992051164	0.0012904062062602105	0.4822638345400063	0.06274784403192575	0.062076643360509755	0.5153661997723278	0.07670383519175959	0.10125910921075607
